answer;a1-;a2-;a3-;a4-;a5-;a6-;a7-;a8-;a9-;a10-;a11-;a12-;a13-;a14-;a15-;a16-;a17-;a18-;a19-;a20-;q21-;a22-;a23-;a24-;a25-;a26-;a27-;a28-;a29-;a30-;a31-
Здравствуйте, Mira! Вы находитесь в угнетенном состоянии духа, связанным с утратой смысла жизни, порой вас посещают мысли о смерти, об уходе из жизни. Подобное состояние случается регулярно и беспокоит вас, начиная с подросткового возраста. Причина тому, как вы предполагаете, отсутствие какого-либо интереса, стремления к чему бы то ни было. Это состояние в какой-то степени ( а может и в значительной) усугубляется неудачами в личной жизни, а также житейскими неурядицами. Обращение к психологу в подростковом возрасте позволило в какой-то степени разрешить актуальную на тот момент проблему, но в целом, значительного улучшения не произошло. Mira, подобное состояние свидетельствует о том, что есть какие-то, неразрешенные серьезные психологические проблемы. Между тем, жизнь может быть источником радости, счастья, творческого вдохновения, ну или как минимум, активного интереса. При условии, что как-то, позитивно решены вопросы, связанные со смыслом бытия, преодолением сомнений, страха, ограничивающих убеждений, которые действительно могут буквально отравлять жизнь. Есть мнение, что мы приходим на землю как в школу, для прохождения каких-то, очень важных, значимых уроков. Какие-то предметы, уроки нам дается легко, а какие-то, напротив, трудны и даже вызывают отвращение, вплоть до желания бросить эту школу и некоторые ученики, так и делают, в надежде обрести долгожданную свободу. Но, непройденные уроки, как и невыплаченные долги, все равно придется учить и отдавать, не в этой жизни, так в следующей. К тому же, большинство религий, единодушны в мнении, что после этого, еще, могут последовать серьезные санкции с которыми придется считаться, независимо от желаний. Вы пишите, что основным мотивом уйти из жизни для вас, это отсутствие смысла, в вашем никчемном, на ваш взгляд, существовании. Возможно ваша задача в этой жизни – как раз, найти свой путь, свое место в жизни, раскрыть свой потенциал, который вы в себе ощущаете. Mira, ваше состояние, по-научному можно еще назвать фрустрацией жизненно важных потребностей. А если по-простому, то: « Что хочу – не могу, а то, что могу – не хочу». Mira, вы спрашивали себя: «Чего бы я хотела в жизни при идеальном раскладе?». И как вы думаете, что вам для этого не хватает? Какие есть препятствия? И какие ресурсы, в виде ваших способностей, талантов, возможностей у вас есть уже сейчас? И что, вы могли бы еще найти, развить, приумножить? Попробуйте ответить себе на эти вопросы. Что можно еще вам порекомендовать? Несмотря на ваше возможное недоверие к психологам, вам все же стоит к ним обратиться. Ваша способность к самоанализу в 12 лет, не идет в сравнение, с тем глубоким осознанием, на которое вы способны сейчас и результаты от работы со специалистом могут превзойти ваши ожидания. Mira, все это размышления, предположения, мысли вслух, вполне возможно, ваша ситуация требует более глубокого рассмотрения, а для этого, необходим диалог. Для прояснения ситуации, поиска возможных ресурсов, я могу порекомендовать вам, позвонить на наш телефон психологической помощи +7 (495)626-37-07(круглосуточно – анонимно – бесплатно) если вы проживаете в Москве или на аналогичные телефоны доверия по месту жительства и опытные психологи окажут поддержку и помогут разобраться в вашей проблеме. С уважением, Алексей!;1;0;1;0;0;0;0;1;1;0;1;1;0;0;0;0;1;0;0;0;1;0;0;1;1;0;0;0;0;1;0
Здравствуйте, Котик! С одной стороны, у Вас есть необходимые условия для того, чтобы жить полноценной жизнью: учеба, отдельное жилье, родители, которые поддерживают Вас материально. С другой стороны, Вам не хватает самого главного - гармонии с собой и окружающим миром. По неким причинам, Вы разрушаете себя: попытка суицида, расстройство пищевого поведения. Саморазрушение - это стремление разрушить себя на уровне души и тела. Причин, по которым человек может стать на путь саморазрушения может быть много: одиночество, не пережитая психологическая травма, чувство вины и ненависти к самому себе, ощущение эмоциональной покинутости, заброшенности... Можно лишь гадать, что происходит с Вами. Котик, чтобы помочь Вам нужна возможность вести с Вами диалог. Обратитесь на очную консультацию к психологу, позвоните на наш телефон экстренной психологической помощи +7 (495)626-37-07, либо на любой доступный телефон доверия. Самый главный шаг - признание своей проблемы, Вы его уже сделали и можете двигаться дальше. С уважением, Мария.;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0
Здравствуйте, Юлия! Не знаю какое было у вас настроение, когда вы писали это сообщение, но похоже одиночество и разочарование присутствовало. То что вы много плачете без причины, редко улыбаетесь, встречаетесь с человеком, которому не верите, пару раз пытались покончить с собой, согласитесь это говорит о особом отношении к жизни, людям. Наверняка накопилось много обид, чувств, которыми необходимо поделиться. За психологической поддержкой вы можете обратиться в нашу службу позвонив по телефону 626-37-07. С уважением Viktoria.;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Здравствуйте, Любовь! Ваши отношения с молодым человеком, которого Вы любите, разрушились. Боль, отчаяние, чувство вины, ревность терзают Вас. Вам кажется, что жизнь потеряла смысл вместе с его уходом. Любовь, в Вашем окружении есть люди, которые могут Вас поддержать, побыть рядом? С кем Вы можете поговорить о своих чувствах, о своем состоянии? Расставание с близким человеком, какими бы ни были отношения, всегда является утратой, потерей, а оказаться не принятым, отвергнутым - это страдание вдвойне. Работа с психологом может помочь Вам найти в себе ресурсы пережить боль расставания. Для этого нужна возможность диалога со специалистом. Вы можете позвонить на наш телефон экстренной психологической помощи +7 (495) 626-37-07 или на любой доступный телефон доверия, а также обратиться на очную консультацию к психологу. С уважением, Мария.;1;0;0;1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"Здравствуйте, Сергей! В последнее время Вы стали задаваться глубокими важными вопросами – о своем предназначении, о смысле жизни. Спрашивая себя «Кто я?», Вы приходите к выводу, что в различных ситуациях с разными людьми ведете себя неодинаково. Пытаетесь понять, нормально ли это, не является ли подобное признаком каких-либо психических расстройств. Сразу хотелось бы оговориться, что болезнь или ее отсутствие может диагностировать только врач, психолог не имеет такой компетенции. Но... Абсолютно естественно, что человек в разных обстоятельствах ведет, чувствует себя по-разному. Это может предписывать, предопределять сама ситуация. В любом случае, хорошо об этом поговорить с кем-то из взрослых, кому Вы доверяете, с психологом. Когда человек, приблизившись к себе, пребывая в диалоге с собой, находит ответы на волнующие вопросы, появляется определенность, уверенность в себе, в правильности выбранного пути. P.S. «Человек не должен спрашивать, в чем смысл его жизни, но скорее должен осознать, что он сам и есть тот, к кому обращен вопрос."" (Франкл В. )";1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Здравствуйте, Даша! Вы сейчас на грани нервного срыва из-за отношений с молодым человеком… Полярность его чувств к Вам («то ему есть до меня дело, то его нет»; «то он замуж меня зовёт, то когда я говорю, что хочу нормальных отношений, говорит, мол, не хочет») истощает Вашу нервную систему. Как результат – усталость и негативные мысли. Все дело усугубляется еще и ссорами с родителями. Даша, Вы пишите, что любите молодого человека больше жизни и тогда, действительно, если в отношениях что-то не так, то и жизнь, кажется, теряет смысл. Те чувства, которые Вы испытываете к нему, сложно назвать любовью. Так как любовь призвана приносить в жизнь радость, взаимообогащать людей, вдохновлять их и менять к лучшему. Это светлое переживание, оно не должно доставлять страдания и разрушать жизнь. Скорее, Ваши чувства к молодому человеку можно назвать любовной зависимостью, в которой Вы уже начали терять себя. Душевная боль переполняет Вас. Поэтому, сейчас очень важно найти для себя поддержку среди друзей и близких. Важно говорить с кем-то о происходящем, проговаривать свои чувства, вынося, таким образом, эту боль из себя. Параллельно нужно начинать наполнять свою жизнь интересами. Вспомните, чем Вы занимались два года назад, когда у Вас не было проблем, что было Вам тогда интересно? Человек, который самореализуется в обществе, у которого есть какие-то увлечения, хобби, иначе говоря, человек, живущий полноценной жизнью, становится привлекательным для других людей. И, наверняка, такой человек не будет страдать от зависимых отношений. Даша, если справляться самостоятельно будет сложно, Вы можете позвонить на доступный Вам телефон доверия и получить психологическую помощь специалиста. Подспорьем также могут послужить две замечательные статьи, размещенные на нашем сайте: «Созависимые отношения» и «Страдания в связи с отношениями». С уважением, Марина.";1;0;0;1;1;0;0;1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"Здравствуйте, Виктория! В вашей семье последнее время стали возникать конфликты, связанные с пьянством мужа, его поздним возвращением домой и ощущением недоверия. Муж хочет сохранить семью, но не готов бросить пить. Вы устали от такой жизни, никакие разговоры ситуацию не меняют. Что делать? Виктория, чтобы понять, что делать, важно принять решение, хотите ли вы сохранить семью, при этом стоит разобраться в своих чувствах к супругу. В своем обращении вы пишете, что не только пьянство мужа создает проблемы в отношениях, но и страх быть обманутой. В вашем обращении можно выделить два важных вопроса - это зависимость мужа от алкоголя и недоверие. Если говорить о зависимости стоит сказать и о созависимости, которая как правило, существует параллельно. Если вы решите сохранить семью, то при отсутствии желания у мужа лечиться, вам стоит самой обратиться к очному психологу, чтобы выявить те аспекты поведения, которые поддерживают зависимость мужа и изменить свою тактику взаимодействия с ним. Возможно, изменив свое поведение вы сможете повлиять и на его. Если говорить о недоверии, то здесь важно в общении с мужем сказать о своих чувствах. Не о подозрениях, а именно о чувствах. Используйте в своей речи ""Я - сообщение"", чтобы выразить чувства. На страничках интернета вы легко сможете найти информацию о том, что такое ""Я - сообщение"". Виктория! Позвоните на доступный для вас телефон доверия, чтобы в диалоге лучше разобраться в ситуации и в своих чувствах. С уважением, КИра";1;0;0;0;0;0;0;1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
"Здравствуйте, Алексей! Вопрос о смысле жизни задает себе каждый. И от того, что с ним сделает человек, зависит его дальнейшая судьба. К сожалению, Ваш поиск ответа осложнен обстоятельствами Вашей жизни и здоровья. Вы находитесь в кризисе, но именно в этот период и есть возможность найти ответ на Ваш вопрос. В китайском языке иероглиф ""кризис"" имеет еще одно значение - ""возможность"". А следовательно Восток, славящийся своей мудростью, дает нам подсказку в направлении наших мыслей. Уйти из жизни - этот выход есть всегда, а вот найти еще возможности для изменения ситуации - это задача не простая, но решаемая. «Воля к смыслу – наиболее человеческий феномен, так как только животное не бывает озабочено смыслом своего существования», утверждал философ и психолог Виктор Франкл. Возможно его прекрасная книга «Скажи жизни – ДА!» поможет Вам продвинуться в поисках. А если Вы еще будете ежедневно и многократно использовать аффирмации: У меня достаточно сил, чтобы преобразить себя. Я в мире с собой, и у меня все хорошо. Я принимаю ответственность за процесс созидания своей жизни. То через пару недель увидите происходящие с Вами перемены, только вот принять решение об изменении своей жизни Вам придется самостоятельно. Уверяю Вас «даже путь в тысячи лье начинается с первого шага». Рискнете? С уважением, Светлана Старова";0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0
Здравствуйте Анастасия. Вы испытываете трудности с посещением школы, потому что ненавидите ее, появились мысли о суициде. Вас тревожит состояние в котором Вы сейчас пребываете, замкнутость и нежелание выходить из дома. Ваше состояние действительно, не простое. В данном случае, лучше всего, как можно скорее, обратиться за помощью специалиста (психолога, психотерапевта, невролога) и лично его посетить. Исправление ситуации желательно начать как можно раньше, только тогда можно рассчитывать на положительный результат. С уважением, Савинков Станислав.;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"Здравствуйте, Дарья! В вашей жизни были ситуации, которые до сих пор продолжают вызывать неприятные эмоции и формируют отношение к жизни и людям. Скандальный развод родителей спровоцировал заикание и как следствие, внутренние комплексы, страх осуждения и отвержения. Случай в школе, когда все одноклассники отвернулись, добавил уверенности в том, что стоит с людьми поменьше общаться, чтобы оградить себя от лишней боли. И здесь возникает парадокс - я их боюсь, я их ненавижу, мне трудно устроиться на работу, а общаться я не хочу и не могу. ""Я боюсь"" предполагает избегание ситуаций, вынуждающих общаться. ""Я их ненавижу"" - гнев, ненависть являются более активной эмоцией. Возможно, вы открыто не выражаете своего отношения к людям, но невербальные знаки всегда показывают истинное положение дел. Как вы думаете, человек который намеренно избегает общения, который всем своим видом выражает недовольство, может вызвать желание с ним общаться дружелюбно? Возможно, вы думаете, что многие люди к вам враждебно относятся, поэтому стремитесь избежать общения. Подумайте над вопросом: ""Чем больше я избегаю общения, тем лучше себя чувствую при общении или ситуация становится еще хуже, страх общаться возрастает?"" Вы говорите о депрессии - этот диагноз вам поставил врач психиатр или вы сами так решили? Предлагаю вам обратиться к врачу, чтобы уточнить наличие или отсутствие заболевания депрессии. При его наличии рекомендуется медикаментозная поддержка, которую назначает врач. Кроме этого рекомендую вам обратиться за очной психологической помощью, чтобы решить проблемы, связанные с общением. С уважением, КИра";1;0;0;0;0;0;0;1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Здравствуйте, Дарья! Чувствуется, что Вы очень переживаете за свою знакомую и очень хотите как-то поддержать ее, убедить, что всегда есть надежда на лучшее. И то, что не смотря на все Ваши усилия, Вам так и не удается вывести ее из состояния апатии и подавленности, приводит Вас в отчаяние. Дарья, судя по тому, что Вы написали, все, что возможно сделать для того, чтобы поддержать Вашу знакомую, Вы и так делаете. Для человека, находящегося в депрессии, помощь и участие близких и друзей имеет огромное значение. Единственное, что здесь можно добавить, так это то, что иногда для того, чтобы справиться с таким состоянием, необходимо обращение к специалистам. В случае с Вашей знакомой имеет смысл обратиться на консультацию к врачу-психиатру, который мог бы оценить состояние Вашей знакомой и, при необходимости, назначить медикаментозное лечение. Также очень важна работа с психологом. Ваша помощь здесь могла бы заключаться в том, чтобы поговорить с Вашей знакомой об обращении к специалистам. Вы также можете помочь с поиском хорошего врача, психолога, подсказать телефон психологической помощи в Вашем городе, на который она могла бы позвонить, дать адрес нашего сайта. Все это может помочь Вашей знакомой не сорваться и постепенно начать выбираться из того угнетенного состояния, в котором она сейчас пребывает. С уважением, anna.t;1;1;0;1;0;0;0;1;1;1;1;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0
"Здравствуйте, Алексей! Если я правильно понял, вас посещают суицидальные мысли, но реализовать их вы не пытались( или я не прав?). С этой проблемой вы обращаетесь к психологу, который отчасти, помогает вам( отчасти, потому что, вы имеете намерение обратиться к психиатру). Вы задаете вопрос, чем этот визит может для вас обернуться? На самом деле, ничем, таким особым, пока вы не ""запятнали себя"" в глазах психиатра реальной попыткой суицида. В этом случае вас теоретически могут поставить на учет и то, если будете об этом настаивать. Алексей, суицидальные мысли свидетельствуют об определенном психологическом неблагополучии. С какими причинами оно связано и какие существуют пути ее решения, с этим действительно стоит работать в связке с психологом, я не знаю как долго и насколько успешно вы посещаете своего специалиста, но возможно имеет смысл поработать и с другим психологом. Если вы считаете, что вам необходима помощь психиатра, то конечно, вы можете обратиться, как я уже писал, это вам ничем не грозит( в состоянии депрессии, а от этого не застрахован ни один человек, такие мысли, нередкое явление). Как вариант, вы всегда можете позвонить на наш телефон психологической помощи и получить необходимую поддержку и информацию. С уважением, Алексей!";1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
