answer;a1-;a2-;a3-;a4-;a5-;a6-;a7-;a8-;a9-;a10-;a11-;a12-;a13-;a14-;a15-;a16-;a17-;a18-;a19-;a20-;q21-;a22-;a23-;a24-;a25-;a26-;a27-;a28-;a29-;a30-;a31-
" 
Здравствуйте, Verba.

Меня зовут Светлана, я психолог и теперь буду работать здесь, на форуме. Тема создана два месяца назад. Актуален ли для Вас этот вопрос? Готовы ли Вы работать?";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Простите. Долго не было психолога. Надеюсь, теперь мы будем работать побыстрее.

Уважаемая Верба, 
Посмотрите, что получается. Вы обращались уже к психологу. И он говорил Вам о горе. И это верно, потому как проживание горя - штука не простая. Не меньше года должно пройти, чтобы унялась первая боль. И состояние может меняться - от боли - к отчаянию. От отчаяния - к бесчувственности, внутреннему омертвению.
Чего Вы ожидали от психолога? Какой помощи? Чего Вы Не получили? 

Сразу скажу - Вы ставите достаточное число ограничений. Посмотрите ...Просите не говорить о религии - это Ваше право, принимаемое нами с уважением.
Психолог, заподозривший клиническую депрессию предложил Вам обратиться за медикаментозной поддержкой - Вы отвергли этот путь.
Друзья, близкие - те, кто самой природой отношений призван разделять горе и радость - на Ваш взгляд не опора и не поддержка.
У Вас есть еще родственники, есть сестра - да, все они не заменят маму...но они есть...
И все, все, что перечислено выше - это опоры. И это те корни, которых Вам не достает сейчас...
Вы написали ...""мы не смогли помочь маме""...Возможно, именно здесь кроется причина конфликта? Источник Вашей боли и вины?";0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"Для чего жить? Зачем жить? Ответ на этот вопрос каждый человек ищет свой. И ищет его всю жизнь - даже если и не осознает его во всей остроте, как Вы сейчас. Даже сама постановка этого вопроса свидетельствует о том, что человеку мало самого себя для того, чтобы чувствовать себя счастливым.

Ваша мама...она была счастлива?";0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"А в детстве? Лет в 7-8 у Вас были такие вопросы: ""Нужна ли жизнь вообще?"" 
Вы помните себя в этом возрасте? Какой Вы были тогда?";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Спасибо! 
Жизнь имела смысл, хотя в ней было много чего - и страхи - самые- самые страшные, детские...но были и ""островки"" счастья. А что это были за ""островки""? 
Что это были за страхи? 

Смысл жизни меняется с самим течением жизни. Школьник и человек пенсионного возраста неизбежно по-разному определяют, в чем смысл их жизни.
Скажите, пожалуйста, сколько Вам лет?";0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"
Здравствуйте!
Ситуация, действительно, сложная.
С чего начать? С самого конца...
Для чего Вы живете? А вот на этот вопрос можно ответить, только прожив всю жизнь. Всю, целиком, и ""польза обществу"" - очень относительное понятие"".

Если позволите - поговорим о маме. Как случилось, что Вы прекратили общение с мамой?";0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
" 
И желания общаться до сих пор не возникло? Два года? Ни разу, даже в мыслях, Вы не звонили маме?";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"
Спасибо за Ваш ответ. 
Если бы Вы сейчас писали первое сообщение на этот форум, какой бы вопрос Вы бы задали? 
Проблем, которые Вы затронули, достаточно много. Какая из них кажется для Вас наиболее важной?";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Скажите пожалуйста, а сейчас Вы общаетесь с сыном? Вы писали, что мальчик ушел жить к бабушке, так как он боится Ваших вспышек гнева. 
Расскажите, пожалуйста, какой он - какой у него характер, на кого он похож, как он реагирует на стресс - плачет, сердиться, замирает? 
Что он любит и чего боится? 
Как мальчик реагирует на Ваши вспышки гнева? 

В Вашей теме прозвучали уже два основных тревожных ""звоночка"" - ""я - плохая мать"" и ""я - паразит, не приносящий обществу пользы"".

Первое заблуждение встречается достаточно часто - почти на каждой консультации, куда приходит женщина, имеющая детей.
Работа здесь будет направлена на осознание - на всех уровнях - умом- и сердцем того простого факта, что ""плохой матерью"" быть нельзя. Мать и отец - самые главный фигуры в жизни любого ребенка. И главные они потому, что дали ребенку жизнь. Именно в этом и есть смысл слова ""родитель"". 
Родители любого ребенка - достойные люди уже потому, что они подарили ему жизнь. 
И это не философия - практика, и прежестокая. 
Из этой простой мысли следует очень простой вывод: ""Для своего ребенка я - лучшая мама. Во-первых, Господь даровал именно этого ребенка мне. Во-вторых - я дала ему жизнь."" Беда в том, что мы смешиваем два понятия - ""мама"" и ""воспитатель"". Да, можно допускать ошибки (и еще какие!) в воспитании. Но ""плохая мама"" - сочетание, лишенное смысла. 
Пока остановлюсь. Возможно, Вы захотите прокомментировать это сообщение.";0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0
"Восстановить отношения с сыном - да, понятно, именно так. Изменить сына (мужа, родителей, свекровь, друзей ) не в наших силах - это первое, что важно понять - не только умом, но и всей душой и сердцем. Не возможно. Ну, совсем - никак.
А что же можно? Только одно - единственное и остается - менять себя. Свои мысли. Свои установки. Свое поведение.
Это не очень приятно - менять себя. Но это единственно возможный способ изменить ситуацию.

Еще раз вернусь к Вашим словам: ""восстановить отношения с сыном..."" Хорошо, а что именно, детально точно Вы хотите восстановить? Совместное проживание? Доверие? Спокойную домашнюю обстановку? Мир в душе? 
Прошу Вас понять, что это чрезвычайно важно - правильно обозначить цель работы. Каковы отношения сейчас (да, сын живет у бабушки, но отношение к Вам - какое? Настороженность? Страх? Равнодушие?)?
Как Вы охарактеризуете свое отношение к сыну? Раздражение? Гнев? Обида? Бессилие?

Вы писали о распределении ролей в ""треугольнике Карпмана-Бергмана"". Но ведь роли в эти не статичны. Каждый из членов семьи попеременно бывает в каждой из ролей. То есть - попеременно: жертвой-спасателем-агрессором.";0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Ольга, здравствуйте.
Все летит в яму...летит-то летит, но от любого дна можно оттолкнуться и изменить направление движения. Вы готовы здесь поработать?";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Так, как принято здесь на форуме. В форме диалога. Иногда -с выполнением практических заданий.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Вот первое практическое задание для Вас.

Возобновить прием лекарств. Жду очень срочного подтверждения выполнения практического задания. ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Спасибо! Когда состоится первый прием лекарства?;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
" 
Здравствуйте, дорогой неизвестный человек!

Всякое бывает в жизни. И длинная она - жизнь, очень длинная. И кажется, когда приходит боль, что никто не понимает. Вертится в голове вопрос: как такое могло случиться со мной? 

Есть замечательный интернет-ресурс, на котором тысячи людей рассказали о своей беде (или опыте?). 
Не пересказать, ни объяснить - посмотрите сами: https://www.nelubit.ru - и форум есть при этом сайте...Взгляните!";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Рина, здравствуйте!

Как обстоят дела сейчас, спустя два месяца? Что-то изменилось?";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Здравствуйте, Рина!

Спасибо Вам за терпение и ожидание ответа. Начинаем работу. С самого простого.
Действительно, дело серьезное.

И действительно, в наличие есть две семьи.
И Вы - фактически - живете в двух семьях. И в обеих - в качестве жены и матери - как ни странно и не грустно это звучит.
При этом, упреки летят со всех сторон. Верно? 
Давайте рассмотрим такую ситуацию. Вы готовите и убираете в доме своего отца. А он - ""как ребенок""....И тут же - ""взрослый работающий мужик"".
Как же это понимать? 
Или он - взрослый и работающий или нуждается в Вашем присмотре как инвалид или дитя. Как же так? Есть здесь противоречие? Как Вы думаете?";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Здравствуйте, Дарья.

Есть кому поддержать. Есть. Если тема еще актуальна, ответьте, пожалуйста.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Здравствуйте, уважаемый коллега!

Как Вас зовут?";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Здравствуйте, Елена!

Вы назвали тему: ""Не вижу жизни дальше"". - Хорошее название....потому что точное. Не видите. Сейчас не видите. Но это не значит, что дальше жизни нет.
В трудных ситуациях, да еще после родов - эмоции зашкаливают. Эмоции спасают - помогают пережить, но они же и мешают - трезвому взгляду на ситуацию.
Как Вы чувствуете себя сейчас? Прошло уже более двух недель с момента создания Вашей темы.";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Здравствуйте, Ксения!
Здравствуйте! Да, так и говорят - беда не приходит одна. Утрата матери - мамы - в любом возрасте переживается одинаково - человек чувствует себя осиротевшим. 
Мама - единственная. Может быть много друзей, братьев-сестер, даже несколько супругов...но не родителей. 
Вы пишите, что мама смогла бы Вас поддержать. Что бы она сказала, сделала?";0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Антон, поздравляю с Победой!!!
loony1989 писал(а):бросил курить и полгода пока ничего не употребляю
Полгода воздержания - это настоящая победа. Это говорит о наличии силы воли, характера, которые не смотря ни на что пробиваются через толстый слой отчаяния и беспросветности. Вы - молодец!
loony1989 писал(а):Приходят мысли со всем покончить но пока не хочу да и врядли сделаю
В вас стучится ваша исконная природная воля к жизни, молодой здоровый инстинкт.
Да, ситуация у вас тяжелая. Практически у любого человека, стоит чуть ковырнуть фасад, всегда есть свои сложности. Здорово, что вы нашли в себе ресурс и отыскали этот сайт, и написали сюда. Это значит - вы надеетесь, вы ищете понимания, общения. Команда уже дала вам много полезных, конкретных рекомендаций - и обращение к богу, и съёмная комната, и соц. столовая. Что-то из этого может быть ниже ваших представлений о достойной жизни, но уж однозначно лучше, чем ""подыхать на улице"". Мир полон добрых, отзывчивых людей. Стоит только постучаться и честно и смиренно попросить о помощи. Встречаются, разумеется, и откровенные гады, но поверьте, они нам всем встречаются. Обходите их стороной, и НИКОГДА не обобщайте мол ""Все - гады!"" Их на самом деле мало, и они нам даны для испытаний.
Знайте, вы не одиноки в своей борьбе с депрессией. Я с вами. Пишите, выговаривайтесь - я вас всегда выслушаю и поддержу. Только не срывайтесь на наркотики. Это тупик. Это выгребная яма.
Цените, радуйтесь своей победе, своей человеческой силе противостоять дряни, быть чистым. Мы все ходим по одной и той же земле, и живем в одном и том же мире. Только кто-то его видит в чёрных тонах (как вы сейчас), кто-то в светлых, кто-то совсем в прекрасных и расчудесных красках. А мир-то по прежнему тот же. Ни хороший, ни плохой, всё в нем намешано. Значит, дело в нас самих, в нашей позиции, с которой мы этот мир воспринимаем. Вот и работаем с этой позицией, как с граненным стёклышком - двигаем влево, вправо, то одним глазом посмотрим, то другим, то двумя сразу. В какой-то момент вдруг увидим совершенно новый, неожиданный срез действительности: новый проход, нехоженая тропа, день другого цвета...";0;1;0;0;1;0;0;1;;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0
"Здравствуйте, Лена!
Лена56789 писал(а):мне 34 года и я незамужем. Поезд ушел безвозвратно.
Дело тут не в количестве лет, а в самоощущении, самопринятии и самооценке. Подобную формулировку люди иногда выдают и в 24 года, а другие и в 50 говорят ""Всъ самое лучшее у меня впереди"". Посему далее вы предельно точно определяете свою проблему:
Лена56789 писал(а):Проблема в моем ужасном внутреннем состоянии.
Значит, работать надо с ним.
Один из факторов, формирующих ваше внутреннее состояние - это мысли о том, что ваши родители покинут этот мир и вы останетесь совсем одиноки.
Лена56789 писал(а):Я все чаще думаю, что, когда мои родители умрут
Скажите пожалуйста, насколько обоснованы и реальны эти страхи? Ваши родители болеют хроническими заболеваниями, у них плохая наследственность? Или с ними всё в порядке в соответствии с их возрастом, а мысли об их конечности - это ваши философские размышления о конце всего сущего вообще? Надеюсь, что второе. И если я угадала, то каждый приход этих ваших мыслей-страшилок предлагаю встречать примерно следующими словами: время и случай для всех нас. И на этом заканчивать добровольно раскрашивать небо над своей головой в тёмные тона. Конец ваших родителей ваши мрачные мысли ни ускорят, ни отсрочат, и мы все прекрасно понимаем, что вообще никак на него не повлияют. Зато мысли эти существенно омрачат вам жизнь, будут портить настроение и заведут кто его знает куда...
Далее
Лена56789 писал(а):Еще жжет ощущение тотального одиночества и ощущение какого то вакуума(((и мешает жить какой то гаденький внутренний голосок, указывающий мне на то, что все кто угодно замужем, кроме меня, и внушающий мне чувство что я ущербная конченная неудачница.
Лена, откуда растут ноги у этой низкой самооценки? Давайте проанализируем. Расскажите о себе, возможно даже о своем детстве... Всё, что вам кажется имеет отношение к теме вашей самооценки.
Напоследок, выполнимый совет могу дать прямо сейчас, не вдаваясь в подробности вашей личности. Интернет переполнен информацией. Наберите в строке поиска ""Как повысить самооценку"" или ""Как повысить чувство собственного достоинства"" - и вы на пороге увлекательнейшего путешествия! Статей - океан. Некоторые из них вам покажутся глупыми, некоторые не подойдут под ваше мироощущение или под ваши жизненные обстоятельства (например, для замужних, или для подростков). Но некоторые непременно лягут прямо на душу. Вопрос только в том, насколько вы сами готовы меняться.

Всех вам благ,
до встречи в эфире! ";0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Здравствуйте, Лена!

Вероятно, мы недопоняли друг друга, говоря о заниженной самооценке. Причиной такого моего предположения послужило ваше самоописание:
Лена56789 писал(а):ущербная конченная неудачница
и общий тон письма.
Представить себе, что это пишет человек высоко оценивающий себя, сложно. Во втором своем обращении ко мне вы разворачиваете картину
Лена56789 писал(а):в детстве меня часто опускала она, говорила, что хуже меня нет детей и я закончу жизнь на помойке, или, как выражалась""в уцененном магазине""
Опять же тяжело даётся представление о том, что в результате вырос человек высоко оценивающий себя... Но настаивать на своей точке зрения и убеждать вас в том, что с/о всё-таки занижена, я не стану. Не хочу выступать в роли санитара из того мрачного анекдота, где больной на носилках очнулся и просит его отпустить. А ему отвечают: ""Врач сказал в морг, значит в морг"".
Раз вы сами считаете, что в области самооценки у вас всё в порядке, значит корень наших с вами разногласий - в издержках письменного общения и трактовке терминов.
В конце концов, к вашему главному вопросу
Лена56789 писал(а):кто меня поддержит тогда, когда я буду знать -что у меня на свете не осталось больше родного человека?(((((
самооценка имеет весьма косвенное отношение. Вопрос ваш относится к риторическим - то есть к вопросам без определенного ответа. Оставаться без родственной души очень тяжко, всё одно как кусок тебя отрезали. Наличие собственных детей заполняет пустоты, образовавшиеся после ухода родителей. Рождая на свет собственного ребенка, человек окончательно переходит из состояния ""Ребенка"" в состояние ""Взрослый"" и состояние ""Родитель"". Но я, как человек вас практически не знающий, не могу вам дать совет: ""Иди и рожай"" Это ваше сугубо личное дело, сопряженное со множеством моментов, в том числе финансовых и проблем психологической готовности к такому шагу. Я могу лишь порассуждать на эту тему, возможно вместе с вами. 
Я в ранней молодости переживала симбиотическую связь со своим отцом. Выражаясь вашими словами, я его любила до безумия. Я себе говорила: ""В тот день, когда его не станет, я уйду вместе с ним"". Хотя уже была далеко не ребенком, не инфантильной фантазёркой. Но так уж мне казалось: моя жизнь без отца не имеет смысла. И твердо была в этом убеждена. Шли годы. Родила дочь. Потом сына. Много чего в жизни произошло. Сегодня мой отец при смерти. От моей юношеской идеи уйти вместе не осталось малейшего следа. У меня есть дети, я должна их вырастить. Я для них - целый мир. К смерти отца, которая может наступить со дня на день, отношусь философски. Наверное, так и задумано природой - старое отживает своё и отмирает, новое нарождается и набирает силы.

Вам хочу сказать еще раз, уже другими словами - представьте себе то самое страшное, о чём вы думаете, во всех подробностях. Переживите уход родителей мысленно, вживитесь в сцену... и выбросьте эти мысли из головы. Да, когда-нибудь будет конец, да, когда-нибудь не станет возможности запросто позвонить и поговорить, поделиться. Да, будет больно. Но жизнь происходит СЕЙЧАС, в настоящую минуту. Ваши мама и папа живы, им ВСЕГО по 65 лет. Они дышат, они живут, они вас любят. Вы полны сил, в самом расцвете как ни крути (хотя и утверждаете, что поезд ушёл, но уходит он обычно гораздо позже  ;) ) Сделайте сейчас что-то приятное для родителей. Или не делайте ничего, но не предрекайте им скорый конец. Цените то, что есть у вас сегодня. Вы же не хотите прожить всю жизнь либо сожалея о прошлом, либо страшась будущего? А как же настоящее? ";0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Лена, то, что стоите у ресторана, а не у погоста - уже радует  :ulibka: 

По поводу устойчивости самооценки: в психологии считается, что это характеристика достаточно стабильная. Конечно, она может изменяться, например при глобальных изменениях социального статуса (брак, развод, карьерные передвижения и т.п.) Но день ото дня, без весомых причин, уровень самооценки как генерального эмоционального отношения к себе не особо колеблется.

Другое дело, что существуют люди с неустойчивой самооценкой в принципе, как исключение из общих законов психологии. У них размытая Я-концепция (или образ Я, как вам будет угодно), и их самооценка может то подскакивать, то падать довольно часто.

Еще самооценку можно рассматривать как набор мелких, дробных самооценок в различных областях действительности - самооценка себя как собеседника, как работника, как кулинара, как дочери, как подруги и так далее до бесконечности. Эти частные случаи самооценки могут сильно расходиться между собой по уровню. Например, человек высоко оценивает себя как работника на службе, но очень низко как кулинара, т.е. готовить он не умеет, знает об этом и признается в этом. Но опять же, общее эмоциональное принятие/непринятие себя как личности в целом сидит глубоко внутри, и мало поддается изменениям.

По поводу совета обзавестись ребенком - недопонимание вышло. Прокомментирую себя же
=Eva= писал(а):я, как человек вас практически не знающий, не могу вам дать совет: ""Иди и рожай"" Это ваше сугубо личное дело
Советов ""рожать"" я не даю никогда и никому. А вдруг послушаются, мне потом воспитывать  :ulibka: И потом - я хорошо чувствую границы собственной компетентности и значимости. Я - не мама и даже не закадычная подруга, которая может запанибрата сказать: ""Жениться вам пора, барин"". 

...То был не совет, скорее размышление о мироустройстве, и о том, как люди находят смыслы в трудные моменты жизни, при утратах и пр.

В вашем случае, мне кажется нужно поставить перед собой совсем другой вопрос. Заменить тревожащий вас
Лена56789 писал(а):кто меня поддержит тогда, когда я буду знать -что у меня на свете не осталось больше родного человека?
на ""КАК Я МОГУ СЕЙЧАС БЫТЬ ПОЛЕЗНА СВОИМ РОДИТЕЛЯМ? КАК Я МОГУ ИХ ПОДДЕРЖАТЬ?"" и попробовать обрести в этом смысл, пусть не на всю оставшуюся жизнь, но на ближайший десяток лет, уж точно  :ulibka:";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
