rep;r1-;r2-;r3-;r4-;r5-;r6-;r7-;r8-;r9-;r10-;r11-;r12-;r13-;r14-;r15-;r16-;r17-;r18-;r19-;r20-;r21-;r22-;r23-;r24-;r25-;r26-;r27-;r28-;r29-;r30-;r31-;r32-;r33-
"Здравствуйте, Светлана.

Я думала, ответ будет быстрее, но вышло иначе.. Ничего. Что произошло за эти два месяца? Я пытаюсь приучить себя к мысли, что придется расстаться со всем дорогим. Весной будет продажа и переезд. Я останусь одна, с памятью о маме. 
Острое желание умереть, наверное пока ушло, просто хочется просто не жить, не ждать этой весны, не видеть, как рушится всё. Просыпаюсь ночью, с трезвой и холодной мыслью, что эта жизнь не для меня, что у меня нет для нее сил и веры в себя.

Я понимаю, что работать в формате форума трудно, но постараюсь принять любую помощь.";0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
"Здравствуйте, Светлана.

Я обращалась с этим же вопросом, где искать силы и опору. И самое главное - смысл..Зачем жить? Бывает, что люди несут потери, и находят опору внутри себя. Даже если у них ничего не осталось и нет никого рядом.. Вот об этом примерно я спрашивала. Чтобы вместе подумать над этим..
Я друзей не отвергаю, да их просто уже и не осталось почти, тех, кто сможет послушать.

Вы написали ...""мы не смогли помочь маме""...Возможно, именно здесь кроется причина конфликта? Источник Вашей боли и вины? - Да, в этом. Но здесь уже ничего нельзя изменить, ничего нельзя исправить, это необратимо.";0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Если даже не о счастье, то сама постановка вопроса - Нужна ли жизнь вообще? Вот что мучает.. Нет в этом уверенности..;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"В детстве не было такого, конечно. Я много чего боялась в детстве... Но были и островки, где не было страха, и было просто всё хорошо.
Себя я помню слабо, в основном, только, факты событий. Тогда жизнь не казалась бессмысленной и ненужной.";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Пожалуйста, закройте тему.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Здравствуйте . Так случилось, что к своим 40 годам я потеряла все . Сначала развелась с мужем, оставшись одна с маленьким ребенком в чужой стране и с плохим знанием языка . Правда, после развода семья бывшего мужа поддерживала меня морально, свекровь много смотрела за сыном, т.к. мне надо было работать. Работа была физически тяжелая и на сегодняшний день я сижу на пособии по безработице , т.к. очень больная спина и часто сильно затекают руки, что даже по дому трудно что то делать. Потом случилась очередная трагедия в моей жизни и я прекратила всяческое общение с матерью на Родине. С отцом не общаюсь давно, т. к. они развелись, когда мне было 7 лет, он никогда не интересовался, что со мной . Разрыв с матерью подорвал мое психическое здоровье, которое и так было всегда на грани, и я разорвала отношения со своими малочисленными подругами, т.к. не хотела, чтобы они знали об этои ситуации. Далее отец ребенка попадает в тюрьму и для сына это вторая огромная травма. Последняя капля случилась вчера, сын 12 лет ушел жить к бабушке, потому что боится моих вспышек гнева. Я в состоянии аффекта отвезла сама его оставшиеся вещи и сказала, что уезжаю в Россию. Сегодня ненавижу себя за это. С другой стороны я понимаю, что мать я плохая и сыну со мной тяжело, т. к я нахожусь постоянно в вялотекушеи депрессии. Меня раздражают громкие звуки, я предпочитаю тишину и уединение, а еще я здесь иностранка, чужая.Ничего я не могу ему дать. Получается , я паразит, не приносящий пользу обществу. Зачем я живу? Какой из всего этого выход и есть ли он?;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0
" 
Почему я прекратила общение с мамой ? Попробую не очень длинно. Я так понимаю склонность к депрессиям у меня от нее. И как сейчас понимаю отношения мать и дочь у нас не выстроились. Я в 19 лет взяла ответственность по содержанию ее и себя полностью , т. к . мама не пережила перестройки и не смогла наити работу. Потом она либо сидела дома и полностью держала быт, либо я ее устраивала к себе на работу. Получилось так, что мама стала очень от меня зависима материально. Но тогда я не понимала скрытои опасности ситуации, т.к. все мои мысли были о том, чтобы выбраться из нищеты и обеспечить себя жильем. Проживать нам вдвоем в однокомнатнои квартире было все сложнее. В итоге я вышла замуж за иностранца, как очень хотела мама, но неудачно. Но, к тому времени уже было оформлено на мое имя 2 квартиры. Одна досталась по завещанию от бабушки ( маминой мамы ) другую я смогла купить. Уехав из страны, я договорилась с мамой , что обе квартиры она будет сдавать, брать себе по необходимости, а часть класть мне на книжку на всякий случаи. Пока у меня все было нормально, то и с мамой были нормальные отношения. Я раз в год привозила внука , мы созванивались. Когда у меня начались проблемы, я перестала ездить в Россию. И вот через 5 лет, я радостно сообщаю по телефону, что наконец то я смогу приехать и в ответ слышу, что приезжать не надо, погода не та и прочие странные причины. Я заподозрила неладное и конечно полетела. Вообшем, мама моя испытывала последние годы по отношению ко мне только одну эмоцию- страх, что я вернусь и она лишится дохода с квартир. Кстати, все 14 лет проживания за границей звонила еи только я, она ни разу мне не позвонила сама. Когда по разным причинам я долго не звонила меня еще и упрекали, что я звоню только , когда у меня проблемы, а когда у меня все хорошо, так не звоню. 
После этого у меня отпало всякое желание общаться , я не звоню еи уже 2 года.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Эти 2 года дались не просто, я не звонила и сейчас я даже рада, что наши сложные отношения прекратились. Я очень много энергии тратила на то, чтобы угодить своеи маме, жила с чувством вины, что я такая неудачница. Более того, я заметила, что мама даже расстраивалась, когда у меня были редкие успехи. Очень устала я от отношении с мамой . Последняя ситуация меня просто добила, я поняла, что доверия и любви у меня к ней нет и не нужно заниматься самообманом.;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
Как наладить отношения с сыном?;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Спасибо за ответ. 
Мы со свекровью живем поблизости и сын почти каждый день заходит после парка на часик ко мне. Как сказала бабушка, чтобы мама не переживала и видела, что у тебя все хорошо. Но он не снимает куртку и не заходит в свою комнату. Садится на кухне и просит гаджет поиграть в игры. Один раз пришел с выстреженнои под корень челкои , сказал, что на баскетболе отросшую челку завязывают резинкои, поэтому попросил дядю подстричь челку дома. Дядя -младший брат отца, живет с бабушкой, 30 лет, девушки нет, трудоголик. Тут же отвела сына в парикмахерскую , где дело немного подправили. Система наша семейная сложилась на мои взгляд таким образом, что я агрессор, бабушка с дядей- команда спасателей , сын - жертва. Один раз спросила не хочется ли ему домой вернуться, сказал нет, потому что мы все время ругаемся. Самое ужасное, что вчера я подумала, что он прав , я и сама с собой бы жить не хотела.
Какой характер у сына? Он любит компанию и много разговаривать, не выносит одиночество, не умеет сам себя занять , только игры в айпаде . Я наоборот интроверт, которыи любит тишину и уединение. Очень похож на отца тем, что непредсказуем и резок в своем поведении и реакциях и я зверею именно от этого. Занимается баскетболом и его дядя тоже занимался все детство баскетболом, у них все общение на этом увлечении и построено. А я не могу отделаться от мысли, что он занимается этим, чтобы самоутвердится в глазах дяди, заслужить его похвалу и признание, а на самом деле терпеть не может этот баскетбол. Потому что дома ом без конца ноет как тяжело на тренировках , завтрак не ест, потому что на тренировке его рвет и прочии негатив рассказывает мне. Говорю, бросаи , если тяжело, нет не бросает. И так во всем. Говорит одно, а поведение его противоречит словам и это меня нервирует. На стресс реагирует либо слезами , либо агрессиеи. Ссоры развиваются по одному сценарию : я начинаю говорить свои замечания и какие то требования, сын начинает бесконечные оправдашки , я ему слово- он мне 10 , я уже начинаю заводиться, потому что диалог идет на чужом для меня языке, для сына он родной и он меня всегда переговорит. В конце он наступает на самые больные мозоли: я не понимаю твои плохои язык..... и а вот бабушка говорит..... После этих коронных фраз я начинаю орать, что будут ли меня уважать в собственном доме и дождусь ли я хоть капли благодарности , могу даже тарелку разбить. Только, когда я начинаю безобразно орать, только тогда мои сын замолкает , но глаза у него уже заплаканные и одновременно очень злые. Я после вспышки обычно иду вынести мусор, чтобы проветриться и успокоиться. Именно в это время он и уходит к бабушке. Я возвращаюсь, а ребенка нет. За последнии год эта ситуация проигрывалась раз пять, поэтому я в этот раз и отвезла вещи . 
Любит- быть в компании, много разговаривать, компьютерные игры, ходить в кино, мечтал иметь котенка и младшего брата.
Боится- темноты, очень болезненно реагирует на проигрыш, боится любои агрессии, сразу плачет";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"Проще перечислить все, что навалилось. Мне 35. Последние 3 года все летит в...яму. Все глубже и глубже. Родители всем недовольны, говорят что я дура и истеричка ( правда они говорят это последние 25 лет). Сестра открытым текстом говорит, что я лох. С работы вытурили, под соусом, что это не мое и контракт продлевать не будут. Даже с курсов!!!!! Вышвырнули. Сказали, что нечему не могут меня научить, я и так это все знаю. Даже рыбки и цветы дохнут дома. Так же нашли онкологию. 
У меня ничего не получается, за что я не возьмусь. Я всегда старалась быть честной, не делать никому гадостей, и работала опять же все силы вкладывая и не филоня. Друзей тоже нет...как то все тихо усосались вникуда.... 
Не вижу никакого выхода. На работу не берут, денег нет, здоровья нет, дружей нет, родственники только критикуют. Что делать? Что со мной не так?
Таблетки перестала принимать...в голове только и мысль, что не буду лечиться и все само закончится....";0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1
как?;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Да. Конечно;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
" 
Хорошо. Обещаю.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Мне 22 года, учусь в магистратуре на последнем курсе.
Не замужем.

Здравствуйте! Я сейчас балансирую на грани между бороться и сдаться... Я так устала(((
3 недели назад меня бросил любимый парень, с которым мы встречались 3 года. Он во всем винил себя, что не может дать мне того чего я достойна, и я с ним страдаю, и он не развивается... При этом он любит меня, но он сам по себе спокойный, уравновешенный, умеет держать эмоции под замком. А я такая дура, так себя ужасно с ним вела, была такой эгоисткой, пыталась изменить его, требовала внимания... Я навязывала ему идеальные отношения, и развила комплекс неполноценности - что он плохо относится ко мне. Я часто истерила, грозилась расстаться, потом сама прибегала. Я пыталась проявить свою любовь через ласку, заботу, но совсем не понимала что нужно ему. Он очень умный, а я не поощряла это. Расслабилась, думала он никогда не уйдет, а он не выдержал, и ушел строить свою жизнь...
Мы разные с ним конечно были. У него благополучная большая семья, которая его всегда опекала. У меня же родители разведены, мама сильно выпивает, у папы другая семья. Я сама по себе с 16 лет, полностью себя обеспечиваю. Отец всегда внушал мне амбиции, чтобы я была самостоятельной. И всю жизнь меня мотает между желанием чего-то добиться и стать кем-то, и желанием найти близкого человека. Парень был им, но я взвесила на него все свои проблемы, расслабилась, потеряла себя... За время отношений, испытала острейший кризис личности, была в глубокой апатии, и только последние полгода стала отходить, снова чего-то хотеть от жизни. Мы собирались съезжать с ним. Летом я уехала на удаленную работу, чтобы встряхнуться еще больше,я была так счастлива, в ожидании осени! Но за это время парень понял что ему это не нужно, что он не готов к серьезным отношениям. (Ему 23 и я его первая девушка была). Я была в глубоком шоке, умоляла его не делать этого, он сомневался и переживал, но потом сказал что это твердое решение и закрылся от меня.
Я много форумов перечитала, и поняла делала все неправильно, что есть шанс начать все заново. Я хочу все исправить, изменить свое поведение, начать общение с ним более непринужденное, не выяснять отношения. Запоем читаю все подряд, чтобы при встрече поддержать разговор и поразить его эрудицией. Наметила много планов по улучшению своей жизни - съехать с общаги, где живу 5 лет, найти достойную работу а не подработки, пойти на плавание, танцы. Уже занимаюсь этим, но... Мой запалм кончается, так и не начавшись. 3 дня как я вернулась в наш город, где все напоминает о нем, и ко мне возвращается горечь первых дней, я куда-то качусь... По утрам и вечерам душат слезы, надежда тает на глазах, я пытаюсь подбадривать себя, мыслями что надо выждать еще пару недель и может он сам обьявится, либо я сама напишу под каким - нибудь дружеским предлогом. Но... Он неинициативный, и сам не напишет...все будет переживать внутри, и если я ничего не сделаю, то мы просто станем чужими людьми и все... Я боюсь, что не смогу стать той, к кому бы он хотел вернуться...я уже хандрю((( у нас нет общих мест для случайных встреч, совсем((( все нужно делать самой, иначе я его потеряю навсегда((( и вдруг он воспримет мой первый шаг не так как я ожидаю, и не пойдет на встречу...(((
Если худшее случится, я не перенесу этого... Я не могу найти в себе силы к жизни. Да, я довольно красивая, молодая, но я не хочу другого, хочу его! Без него я откатываюсь снова в эту апатию, замыкаюсь в себе, мне очень страшночто я снова начну сходить с ума((( и никому нет дела до меня, каждый день это выслушивать и успокаивать, да хотя бы в острые периоды((( Я правда думаю об избавлении, все равно никому не нужна((( Человек, который был мне дорог, которому я так доверяла, бросил меня одну(((
Но желание его вернуть пока сильнее... И все равно с каждым днем его отсутствия моя надежда тает, а это все чем я живу! А если у меня ничего не получится, я просто...боюсь что со мной будет!((( я словно падаю в пустоту... А я должна быть сильной чтобы его вернуть, и чтобы выжить самой! Он мне нужен для счастья, без него я пропаду...а я ведь только начала приходить в себя! Я понимаю что нужно дать ему время, свободу, как мне нужно себя вести, но он мне так нужен, и дни такие невыносимые! и написать ему боюсь, так как на эмоциях и все могу испортить - это хуже смерти((( сегодня я итак совершила глупость - шпионила возле его работы, хотела увидеть хоть одним глазком, так и не дождалась...надеюсь не спалилась...";0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
