rep;r1-;r2-;r3-;r4-;r5-;r6-;r7-;r8-;r9-;r10-;r11-;r12-;r13-;r14-;r15-;r16-;r17-;r18-;r19-;r20-;r21-;r22-;r23-;r24-;r25-;r26-;r27-;r28-;r29-;r30-;r31-;r32-;r33-
"Остановите меня от суицида
Мне 17 лет , в этом году заканчиваю 11 класс , вроде бы все нормально, но не со мной. Я не знаю , что мне делать , как мне поднять свою низкую самооценку , как легко стать частью компании , у меня есть друзья , но до меня у них нет никаких дел , я чувствую себя одиноким , меня это очень расстраивает , а у родителей я не прошу помощи , потому , что у них и своих проблем по горлу. И из-за одиночества я хочу убить себя , мне не нравиться в себе абсолютно все , я всегда завидую , хотя стараюсь этого не делать , ведь у меня ни роста , ни капли красоты , ни достаточно умного интеллекта, и в общении я полный ноль , плюс я хочу женского внимания, хочу быть любимым , хочу чтобы меня обняли крепко , чтобы поддерживали и общались со мной . Вот что я хочу , всего-то…. Помогите пожа";1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
"Близкий совершил суицид
Здравствуйте, разошлись с молодым человеком неделю назад, разрыв переживала не тяжело, до этого были вместе 7 лет. Сегодня узнала, что он совершил суицид, не испытываю никаких эмоций, только трясет все тело. Насколько это нормально?";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Я не знаю что мне делать
Постараюсь быть краткой. Мне 18. На данном этапе жизни я достигла состояния: «терять уже нечего». Суицидальные наклонности у меня были с самого детства. В периоды начальной школы я хотела убить себя, но я не знала как это делается. В 16 я много работала над собой и избежала этого желания. 4 года самоповреждения. Много давления вокруг, но отдача нулевая. Я не глупая и, в целом, понимаю все, что происходит, и каков будет итог того или иного моего действия. Но я бы хотела услышать мнение и советы адекватного человека, потому что я варюсь в этом всем долгие годы и «посмотреть со стороны» я, конечно, не смогу. Я не займу много времени, я просто хочу услышать иную точку зрения ";1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"Нужна помощь.
У меня скоро свадьба. Правда без глобального празднования. Хотим отпраздновать для себя, но в то же внутренне я разрываюсь. С одной стороны, мы давно хотели расписаться, так долго этого ждали. Из-за некоторых обстоятельств не могли сразу подать заявление. Я мечтала об этом, но теперь, когда свадьба всё ближе и ближе, а конфликтов с моим будущим мужем всё больше, я начинаю сомневаться. У него тоже сейчас внутренние проблемы, депрессия. По большей части новые конфликты происходили из-за его депрессии. При этом он ни в коем случае не желает переносить свадьбу на лучшее время, когда состояние будет лучше его. Он сказал либо мы поженимся сейчас, либо уже никогда и расстаёмся. Я понимаю, что ему сейчас сложно, депрессия, разные его переживания о будущем и страхи, но я устала так жить. Такое уже не в первый раз и затихает всё на полгода,становится почти идеальным на это время, а потом вновь возвращается и еще хуже. Я невероятно устала, когда не чувствую в мужчине надёжный тыл, опору. В принципе и как мужчину его уже не воспринимаю, а больше как психованного ребёнка/подростка. Я чувствую такое облегчение, когда общаюсь с другими мужчинами в интернете, просто дружески, только иногда флирт и они такие спокойные, положительные, так по-доброму ко мне, а потом смотрю на своего будущего мужа и у меня в душе такое отчаяние возникает и пустота..Который даже за какое-то моё мнение, высказывание выливает на меня столько ненависти и недовольства. Еще хуже, когда вижу очередное его недовольство жизнью, собственным положение и ощущение будто ему все обязаны и все виноваты, что у него такая жизнь. Даже меня обвиняет. Хотя если б не моя помощь и не мои родственники, которые помогают ему во всём, неизвестно, что с ним было бы. А он еще часто обвиняет меня и моих родственников. Постоянно еще пытается меня бросить в таких своих эмоциональных вспышках и только благодаря моим уговорам, он еще со мной. Настолько унижаюсь и умоляю остаться, понимая, что в нём говорит депрессия, невроз, а не настоящие его желания. Когда ему плохо и не устраивает жизнь, когда у него такие вспышки, он готов всё бросить и меня и вообще из этого города уехать подальше, а когда хорошо ему, то даже не думает о расставании, любит, заботится.Если б в спокойном, нормальном состоянии хотел бы расстаться, это другое дело, но пытается расстаться, когда у него эти эмоциональные вспышки, невроз. Я поставила недавно его перед фактом, что если еще раз такие унижения, то я больше не выдержу и закончу отношения..Вроде как начал больше сдерживаться, стараться, искать разные способы как справиться с депрессией, согласен и к психотерапевту пойти и прям начал стараться действительно, чуть ли не каждый день просит за прошлое прощение, а у меня до сих пор в памяти его слова те гадкие, которые сказал тогда, когда пытался расстаться и когда доводил меня до такой истерики, что я просто чуть ли не в конвульсиях лежала на полу....Он доводил меня, орал, изображал меня с ехидной улыбочкой, смеялся, а потом у меня такая истерика случилась, теряя всякий рассудок просто выла и тряслась, а дальше как овощь лежала, думая, что сердце остановится и так он меня часто доводит до такого состояния...Перерыв максимум на неделю, либо полторы.Останавливался вовремя вспышек только, когда видел уже тяжёлую стадию моей истерики, что вдруг я и правда вдруг умру, а он будет виноват..Он не бил меня, но так издевался морально, доводит практически до суицида и психушки...До сих пор тот холодный, жестокий взгляд, его недовольства, его психи, вечно ноющее выражение лица и мне становится от него настолько противно и тошно.. И понимаю, что не хочу такого мужа, не хочу такого нытика, который еще столько раз издевался надо мною...Хочу спокойного, надёжного, совсем другого с которым я вновь ощутила бы и бабочек в животе, ощутила лёгкость в отношениях, ощутила себя нужной и любимой и ощутила, что меня боятся потерять, что не нужно уговаривать этого человека, мотивировать быть со мной, который не доводит меня до таких истерик, что я просто ползаю по полу. Чтобы мужчина просто так хотел быть со мной и относился бережно к моему здоровью и психике..Видеть счастливые глаза мужчины и уверенность, а не те в глаза как моего парня в которых столько боли и ненависти, столько страхов и желание сбежать от меня, если станет вдруг хуже, где постоянно нужно бояться, что вдруг завтра или послезавтра он бросит меня потому, что его уволили с работы или потому, что я сказала своё мнение, то, что меня не устраивает ...Еще говорил ни раз, если мои проблемы со здоровьем будут как-то влиять на него, то он тоже уйдёт. У меня есть проблемы со здоровьем и я давно это приняла, а его не устраивает, т.к есть неудобства, где-то нужно лишний раз проявить терпение или помочь мне в быту. Причём он знал про моё здоровье, он знал на что шёл и в начале сколько всего обещал мне, что несмотря на моё здоровье будет со мной и будет заботиться все 24 на 7, а сейчас его это раздражает и именно винит меня в своих несчастьях. Хотя он вполне может работать и заниматься своими делами, мне не нужна сиделка и я не инвалид, но есть некоторые проблемы со здоровьем, хронические болезни. То, что он не может найти работу винит меня, то что даже лечь рано не может, тоже винит симптомы моей болезни. Хотя сам предлагает смотреть в два часа ночи фильмы, а моя болезнь предполагает только то, что я могу дольше готовиться ко сну чем обычные люди из-за некоторых симптомов, но когда лягу спать, я ему уже не мешаю и вместо позднего фильма, я могла бы просто подготовиться ко сну и он спал бы нормально и вовремя мог лечь, но нет надо предложить в два часа ночи фильм, а потом винить меня и мою болезнь, почему так долго.В глубине души еще есть капелька любви к нему, но с каждым днём эта капелька всё больше угасает..Еще в декабре я могла сказать, что люблю его и искренне от всего сердца улыбнуться, а сейчас я не чувствую такое и каждый день фальшиво ему улыбаюсь.Только где-то далеко внутри маленький совсем огонёк этой любви, которой совсем скоро не станет чувствую..На поверхности только лишь страсть, т.е физическое влечение и привязанность..Только лишь малая частичка любви в глубине души..Когда-то и он на меня смотрел счастливыми, влюблёнными глазами в которых столько заботы, заинтересованности..Сейчас теперь этого нет, не знаю будет ли вообще. Я думаю и в нём тоже совсем маленький огонёк любви, а всё остальное привязанность вперемешку с депрессией, неврозов..Боюсь еще, если брошу его, а он выздоровеет, избавится от депрессии, плюс с возрастом изменится, успокоится, а ему сейчас всего 25 лет, то станет намного лучше, станет тем, кого я так хотела в нём увидеть, но с ним уже будет какая-нибудь другая девушка...Получается я терплю ад с ним, а другая будет с ним тогда, когда он выздоровеет и будет уже нормальным мужчиной..Он и раньше бывал таким, но эти периоды длятся недолго, а потом перекрывают всё очередные его вспышки, недовольства, агрессия.Еще вижу какую-то надежду на изменение, но её всё меньше и меньше..Вроде хочу, чтобы с ним всё наладилось и вижу, что он и сам хочет выздороветь, иначе ко мне относиться, изменить своё отношение ко мне и не срываться из-за депрессии, просит искренне прощение потом, а вроде в то же время и хочу другого человека, более лёгкого, положительного, который наоборот сам помогать будет мне, а не я бегать буду решать его проблемы с моими родственниками..Разрываюсь, одновременно хочу новых отношений, лёгкости, влюблённости, заинтересованности нового мужчины во мне и одновременно хочу, чтобы наладилось с моим нынешним парнем...Разрываясь так и еще от боли и обиды, безысходности и что скоро свадьба, у меня возникают суицидные мысли...Чувствую себя как в клетке или над пропастью и уже почти сделав шаг туда и чем ближе свадьба, тем еще больше мучаюсь и становится тяжелее...Порой хочется броситься под поезд, встать рано утром никому ничего не сказав и броситься,даже представляю это, прокручиваю в своём воображении, т.к мне очень тяжело, ничего не радует кроме сладкого, которым заедаю стресс и общения в интернете с другими мужчинами.....Такая безысходность и боль внутри..Знаю, что могу ошибиться в своём выборе, если выберу наладить отношения или расстаться и попробовать что-то новое..и плохо от того, что нет у меня нормальных отношений, нет нормальной семьи, нет никакой любви ко мне, только одно невезение, даже друзей нет кому могла выговориться..Моя мать тоже не рада, что выхожу замуж за него, отговаривает, не знаю , что делать...а мне 30 лет уже..Все многие ровесницы уже давно счастливы в браке и сейчас вижу счастливые семейные фотографии, совместные путешествия. И не говорите, что всё впереди. Ведь кто-то так и не находит нормального мужа, парня и всю жизнь страдает... Может я из таких...";1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;0;0;1;0;0;1;0
"навязчивые и суицидальные мысли
Я подросток и у меня появляются навязчивые мысли про смысл жизни про бесконечность космоса. Я немогу это контролировать. Мне очень плохо. Что мне делать?";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"Нет чувств
Добрый день. Последние несколько месяцев чувствую себя в достаточно нестабильном эмоциональном состоянии. Постоянно плачу, нет вообще чувства радости, у меня есть дочка ей почти 6 лет. Постоянно болеет и не любит лечиться, все коммуникации с людьми помимо семьи потеряны. Нет никаких интересов, хочется лечь и молча плакать. Периодически появляется сильная агрессия к ребёнку от того что она кричит и не хочет лечиться. Присутствует также сильная апатия ко всему. При этом постоянное осуждение родственников лечу - плохо, не лечу - плохо. Никуда из дома не выходу, кроме как отвести дочку в садик, к логопеду, за продуктами и с ребёнком в детскую комнату. Не знаю как сделать от того что постоянно просто грустно, возникают мысли о суициде";1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
"Как помочь?
Как помочь человеку который готов совершить суицид? Человек находится на грани , его ни одни доводы , ничего не держит кроме страха испытать боль при суициде. Как помочь человеку, он уже обращался к специалистам у него депрессия.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"хочу убить себя
потеряла очень близкого человека, который был для меня всем. справилась с мыслями о суициде, пока не встретила его на улице. 

я хочу наложить на себя руки, уже две неудачные попытки, мне обидно что он жив при таком раскладе, как больно он мне сделал. Говорил что сам убьёт себя, говорил со мной как со скотом. 

останавливает лишь то, что я никогда не остаюсь одна, специально иду в какие то компании, зная что я наложу на себя руки. ";1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0
"что со мной?
я соня, общительная личность, много чего могу и умею. но проблемка такая:

моя жизнь это смена периодов эйфории (у меня всё хорошо, жизнь прекрасна) и апатии (упадок сил, желание спать, постоянные слёзы, нежелание делать то, что делала во время периода эйфории, возможно полностью пропажа интереса ко всему, желание закрыться в себе, скидываю вес, суицидальные мысли, было пару попыток) и постоянные жёсткие проблемы с концентрацией. 

ещё у меня что-то типо навязчивых грёз. я предпочитаю жить и проигрывать варианты развития событий реальной жизни. 

вопрос - это нормально всё или нет? и что делать если ненормально, а обратиться к специалисту возможности нет?";1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
"Меня все бросили
Здравствуйте, скоро я переезжаю в другую страну, боюсь, что там я не найду общение. Мои друзья мною пользуются, а семья не общается со мной. Иногда у меня возникают суицидальные мысли, как мне с этим бороться?";1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0
"Суицид
Я уже как второй год думаю о суициде. Я подросток и мне говорили что это „Подростковая депрессия” и что у меня это пройдет. Но разве депрессия может так долго находиться (я не знаю как назвать)? Я с каждым месяцем чувствую себя хуже и хуже и я понимаю что никому уж не нужна, да и если бы я покончила с собой то нечего бы не изменилось кроме моей комнаты. Я бегу от проблем и из за этого меня ругают. Я пыталась спрыгнуть с окна и делала т.п. чтобы умереть. Я потеряла смысл жизни. У меня вопрос... Что нужно сделать чтобы появилось желание жить? Да, я понимаю что я подросток и у меня не должно быть проблем.. Но я просто хочу узнать.";1;0;1;1;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"Помогите мне очень плохо
Здравствуйте, я не знаю с кем поговорить, такое ощущение будто я одна, никто не хочет выслушать меня. Я недавно поругалась с молодым человеком, без него мне очень плохо даже появляются мысли о суициде. Никто из близких не может выслушать понять";1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
Как бороться с непреодолимым желанием закончить свою жизнь?;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"Мысли о суициде, а через неопределенное время наступает ощущение что все могу и так чередуется
У меня постоянно смешиваются состояния от жуткой депрессии до какой-то мании, к врачу не могу пойти потому что нет денег, а бесплатно незнаю где обратиться, чтоб помогли, а не посмеялись, да и плюс график работы не позволяет попасть в гос поликлиники. А ещё сейчас мысли о суициде не покидают, очень хочется закончить бессмысленное существование, пока ещё молодой";1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Не знаю как жить дальше
Здравствуйте!

Начну с предисловия. Я живу с дочерью. Ранее для меня не существовало проблем, которые нельзя решить. Было всё по плечу. Пусть не всё было как хотелось, но были планы на жизнь, к чему стремиться. Но сейчас, на протяжении более полугода всё очень плохо. Меня мучают панические атаки более 7 лет, осенью обратилась за помощью с психотерапевту. Назначили пить золофт и атаракс. Я всё сделала, согласно инструкции. Но всё стало хуже. Настроение отсутствовало, лежала целыми днями и ничего не делала. Сил просто нет. Даже посуду помыть. В итоге родственники и дочь начали проявлять агрессию и давить на меня. Я понимаю, что у меня есть обязанности, что надо заботиться о своей дочке, но это просто мысли. В душе абсолютное равнодушие было. Затем это состояние сменилось, у меня постоянно слезы (раньше не была плаксивым человеком, наоборот даже) . Ничего не получается, за чтобы не взялась. Работаю, но даётся всё тяжело. Каждый раз прикладываю титанические усилия, чтобы дойти до ванны, про более важные дела и говорить не стоит. Всё как будто против меня, так устала не понятно от чего. Хочется остаться одной, и просто реветь. Тяготит общение с родными и друзьями. К суициду относилась отрицательно, а сейчас постоянно крутятся мысли о нем. Всё чаще хочется умереть. Меня пугают такие мысли. Помочь мне не кому, полное непонимание от всех. Да и стыдно признаться, что я из сильной превратилась в тряпку. Но сил больше нет. Продолжаю механически работать, понимаю что надо. Но в душе одна мысль, чтобы от меня все отстали, не трогали совсем. Один раз даже пробовала лезвием провести по руке, совсем не больно. Сама не понимаю, что со мной. Как из позитивного, сильного человека можно было превратиться в тряпку. Мучают кошмары, страшные мысли. Уже на физическом уровне проявилось всё, выпали сильно волосы, похудела на 15 кг. От этого ещё страшнее и хуже на душе. Не знаю как выбросить мысли о смерти и начать жить ";1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;1;1
